filepath,label,source,cough_source,noise_source,snr_db
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00351__snr5__cough_ALA_000347_v2_rank002_p0.957_src104.40-105.40_clip104.40-105.40__noise_ALA_E_2_2020-09-30_00-57-50_867__rank017__p0.858__93.20-95.10.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_v2_rank002_p0.957_src104.40-105.40_clip104.40-105.40.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-57-50_867__rank017__p0.858__93.20-95.10.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00352__snr10__cough_ALA_E_2_2020-09-29_23-57-46_617__rank004__p0.998__353.60-356.80__noise_ALA_000347_oldv1_rank005_p0.910_src243.80-244.80_clip243.80-244.80.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-29_23-57-46_617__rank004__p0.998__353.60-356.80.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank005_p0.910_src243.80-244.80_clip243.80-244.80.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00353__snr10__cough_ALA_E_2_2020-09-30_01-45-54_312__rank009__p0.956__57.20-59.60__noise_ALA_E_2_2020-09-30_01-27-52_851__rank019__p0.833__326.10-327.80.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-45-54_312__rank009__p0.956__57.20-59.60.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-27-52_851__rank019__p0.833__326.10-327.80.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00354__snr5__cough_ALA_000347_oldv1_rank049_p0.726_src29.20-30.20_clip29.20-30.20__noise_ALA_E_2_2020-09-30_00-51-50_372__rank016__p0.964__78.00-79.40.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank049_p0.726_src29.20-30.20_clip29.20-30.20.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-51-50_372__rank016__p0.964__78.00-79.40.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00355__snr10__cough_ALA_E_2_2020-09-30_00-03-47_130__rank019__p0.986__195.30-197.60__noise_ALA_000347_oldv1_rank037_p0.830_src337.40-338.40_clip337.40-338.40.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-03-47_130__rank019__p0.986__195.30-197.60.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank037_p0.830_src337.40-338.40_clip337.40-338.40.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00356__snr0__cough_ALA_E_2_2020-09-29_23-57-46_617__rank008__p0.990__270.90-272.80__noise_ALA_E_2_2020-09-30_00-33-49_105__rank006__p0.966__52.70-54.90.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-29_23-57-46_617__rank008__p0.990__270.90-272.80.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\pig_whistle_squeal\ALA_E_2_2020-09-30_00-33-49_105__rank006__p0.966__52.70-54.90.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00357__snr0__cough_ALA_E_2_2020-09-30_00-51-50_372__rank007__p0.986__319.20-321.40__noise_ALA_E_2_2020-09-30_00-51-50_372__rank018__p0.962__22.80-25.00.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-51-50_372__rank007__p0.986__319.20-321.40.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-51-50_372__rank018__p0.962__22.80-25.00.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00358__snr0__cough_ALA_E_2_2020-09-30_00-03-47_130__rank008__p0.994__318.00-320.20__noise_ALA_000347_oldv1_rank039_p0.746_src153.90-154.90_clip153.90-154.90.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-03-47_130__rank008__p0.994__318.00-320.20.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank039_p0.746_src153.90-154.90_clip153.90-154.90.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00359__snr0__cough_ALA_E_2_2020-09-30_00-51-50_372__rank011__p0.977__359.30-361.50__noise_ALA_E_2_2020-09-30_00-45-49_855__rank012__p0.896__124.40-126.40.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-51-50_372__rank011__p0.977__359.30-361.50.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank012__p0.896__124.40-126.40.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00360__snr10__cough_ALA_000347_v2_rank011_p0.884_src280.80-281.80_clip280.80-281.80__noise_ALA_000347_oldv1_rank001_p0.947_src210.80-211.80_clip210.80-211.80.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_v2_rank011_p0.884_src280.80-281.80_clip280.80-281.80.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank001_p0.947_src210.80-211.80_clip210.80-211.80.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00361__snr5__cough_ALA_000347_oldv1_rank055_p0.705_src30.20-31.20_clip30.20-31.20__noise_ALA_E_2_2020-09-29_23-57-46_617__rank015__p0.982__317.90-319.80.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank055_p0.705_src30.20-31.20_clip30.20-31.20.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\pig_whistle_squeal\ALA_E_2_2020-09-29_23-57-46_617__rank015__p0.982__317.90-319.80.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00362__snr5__cough_ALA_000347_oldv1_rank025_p0.724_src353.00-354.00_clip353.00-354.00__noise_ALA_E_2_2020-09-30_00-45-49_855__rank018__p0.875__19.20-21.00.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank025_p0.724_src353.00-354.00_clip353.00-354.00.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank018__p0.875__19.20-21.00.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00363__snr5__cough_ALA_000347_oldv1_rank047_p0.766_src16.40-17.40_clip16.40-17.40__noise_ALA_000347_oldv1_rank026_p0.882_src257.70-258.70_clip257.70-258.70.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank047_p0.766_src16.40-17.40_clip16.40-17.40.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank026_p0.882_src257.70-258.70_clip257.70-258.70.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00364__snr0__cough_ALA_E_2_2020-09-30_00-15-47_817__rank008__p0.970__107.10-109.20__noise_ALA_000347_oldv1_rank051_p0.804_src345.10-346.10_clip345.10-346.10.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-15-47_817__rank008__p0.970__107.10-109.20.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank051_p0.804_src345.10-346.10_clip345.10-346.10.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00365__snr0__cough_ALA_E_2_2020-09-30_00-03-47_130__rank006__p0.994__204.20-206.60__noise_ALA_E_2_2020-09-30_00-21-48_316__rank018__p0.910__71.90-74.70.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-03-47_130__rank006__p0.994__204.20-206.60.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-21-48_316__rank018__p0.910__71.90-74.70.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00366__snr5__cough_ALA_000347_v2_rank005_p0.949_src354.30-355.30_clip354.30-355.30__noise_ALA_000347_oldv1_rank018_p0.553_src167.70-168.70_clip167.70-168.70.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_v2_rank005_p0.949_src354.30-355.30_clip354.30-355.30.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank018_p0.553_src167.70-168.70_clip167.70-168.70.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00367__snr10__cough_ALA_000347_oldv1_rank073_p0.684_src206.90-207.90_clip206.90-207.90__noise_ALA_000347_oldv1_rank078_p0.639_src51.90-52.90_clip51.90-52.90.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank073_p0.684_src206.90-207.90_clip206.90-207.90.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank078_p0.639_src51.90-52.90_clip51.90-52.90.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00368__snr10__cough_ALA_000347_oldv1_rank013_p0.873_src1.70-2.70_clip1.70-2.70__noise_ALA_E_2_2020-09-30_01-51-54_564__rank019__p0.850__338.10-340.10.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank013_p0.873_src1.70-2.70_clip1.70-2.70.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\mixed_noise\ALA_E_2_2020-09-30_01-51-54_564__rank019__p0.850__338.10-340.10.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00369__snr10__cough_ALA_000347_rank013_p0.902_src271.60-272.60_clip271.60-272.60__noise_ALA_E_2_2020-09-30_00-57-50_867__rank017__p0.858__93.20-95.10.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_rank013_p0.902_src271.60-272.60_clip271.60-272.60.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-57-50_867__rank017__p0.858__93.20-95.10.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00370__snr0__cough_ALA_000347_oldv1_rank073_p0.781_src98.60-99.60_clip98.60-99.60__noise_ALA_E_2_2020-09-30_00-33-49_105__rank009__p0.944__121.80-123.60.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank073_p0.781_src98.60-99.60_clip98.60-99.60.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\pig_whistle_squeal\ALA_E_2_2020-09-30_00-33-49_105__rank009__p0.944__121.80-123.60.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00371__snr10__cough_ALA_E_2_2020-09-30_00-03-47_130__rank008__p0.994__318.00-320.20__noise_ALA_000347_oldv1_rank042_p0.843_src38.60-39.60_clip38.60-39.60.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-03-47_130__rank008__p0.994__318.00-320.20.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank042_p0.843_src38.60-39.60_clip38.60-39.60.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00372__snr0__cough_ALA_000347_oldv1_rank024_p0.843_src18.00-19.00_clip18.00-19.00__noise_ALA_E_2_2020-09-30_01-27-52_851__rank009__p0.928__350.90-352.60.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank024_p0.843_src18.00-19.00_clip18.00-19.00.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-27-52_851__rank009__p0.928__350.90-352.60.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00373__snr0__cough_ALA_000347_oldv1_rank028_p0.815_src114.80-115.80_clip114.80-115.80__noise_ALA_000347_oldv1_rank043_p0.838_src184.60-185.60_clip184.60-185.60.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank028_p0.815_src114.80-115.80_clip114.80-115.80.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank043_p0.838_src184.60-185.60_clip184.60-185.60.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00374__snr5__cough_ALA_000347_v2_rank002_p0.949_src99.70-100.70_clip99.70-100.70__noise_ALA_000347_rank061_p0.755_src191.70-192.70_clip191.70-192.70.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_v2_rank002_p0.949_src99.70-100.70_clip99.70-100.70.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_rank061_p0.755_src191.70-192.70_clip191.70-192.70.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00375__snr10__cough_ALA_000347_oldv1_rank060_p0.710_src22.40-23.40_clip22.40-23.40__noise_ALA_E_2_2020-09-30_00-51-50_372__rank005__p0.988__311.90-313.60.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank060_p0.710_src22.40-23.40_clip22.40-23.40.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_00-51-50_372__rank005__p0.988__311.90-313.60.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00376__snr10__cough_ALA_000347_oldv1_rank074_p0.654_src122.50-123.50_clip122.50-123.50__noise_ALA_E_2_2020-09-30_01-51-54_564__rank007__p0.931__325.50-327.00.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank074_p0.654_src122.50-123.50_clip122.50-123.50.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank007__p0.931__325.50-327.00.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00377__snr5__cough_ALA_000347_oldv1_rank011_p0.956_src98.10-99.10_clip98.10-99.10__noise_ALA_E_2_2020-09-30_01-09-51_828__rank003__p0.994__111.80-114.70.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank011_p0.956_src98.10-99.10_clip98.10-99.10.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-09-51_828__rank003__p0.994__111.80-114.70.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00378__snr10__cough_ALA_E_2_2020-09-30_00-09-47_321__rank008__p0.975__41.70-44.70__noise_ALA_E_2_2020-09-30_01-45-54_312__rank004__p0.968__50.80-53.50.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-09-47_321__rank008__p0.975__41.70-44.70.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\mixed_noise\ALA_E_2_2020-09-30_01-45-54_312__rank004__p0.968__50.80-53.50.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00379__snr5__cough_ALA_000347_oldv1_rank013_p0.873_src1.70-2.70_clip1.70-2.70__noise_ALA_E_2_2020-09-30_00-15-47_817__rank007__p0.980__67.00-69.70.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank013_p0.873_src1.70-2.70_clip1.70-2.70.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\pig_whistle_squeal\ALA_E_2_2020-09-30_00-15-47_817__rank007__p0.980__67.00-69.70.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00380__snr0__cough_ALA_E_2_2020-09-30_00-33-49_105__rank003__p0.977__252.50-254.40__noise_ALA_E_2_2020-09-30_00-09-47_321__rank016__p0.965__228.90-230.30.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-33-49_105__rank003__p0.977__252.50-254.40.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\pig_whistle_squeal\ALA_E_2_2020-09-30_00-09-47_321__rank016__p0.965__228.90-230.30.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00381__snr10__cough_ALA_000347_oldv1_rank075_p0.679_src345.50-346.50_clip345.50-346.50__noise_ALA_000347_oldv1_rank007_p0.897_src230.50-231.50_clip230.50-231.50.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank075_p0.679_src345.50-346.50_clip345.50-346.50.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank007_p0.897_src230.50-231.50_clip230.50-231.50.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00382__snr0__cough_ALA_000347_oldv1_rank014_p0.946_src105.80-106.80_clip105.80-106.80__noise_ALA_E_2_2020-09-30_01-39-53_821__rank020__p0.758__173.30-174.70.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank014_p0.946_src105.80-106.80_clip105.80-106.80.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_01-39-53_821__rank020__p0.758__173.30-174.70.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00383__snr10__cough_ALA_E_2_2020-09-30_01-21-52_571__rank007__p0.933__48.00-50.10__noise_ALA_000347_rank075_p0.723_src327.10-328.10_clip327.10-328.10.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-21-52_571__rank007__p0.933__48.00-50.10.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_rank075_p0.723_src327.10-328.10_clip327.10-328.10.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00384__snr10__cough_ALA_E_2_2020-09-30_00-03-47_130__rank013__p0.991__119.50-121.90__noise_ALA_000347_oldv1_rank031_p0.837_src206.10-207.10_clip206.10-207.10.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-03-47_130__rank013__p0.991__119.50-121.90.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank031_p0.837_src206.10-207.10_clip206.10-207.10.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00385__snr0__cough_ALA_000347_oldv1_rank046_p0.832_src281.90-282.90_clip281.90-282.90__noise_ALA_E_2_2020-09-30_00-33-49_105__rank010__p0.941__93.10-95.20.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank046_p0.832_src281.90-282.90_clip281.90-282.90.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\pig_whistle_squeal\ALA_E_2_2020-09-30_00-33-49_105__rank010__p0.941__93.10-95.20.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00386__snr0__cough_ALA_E_2_2020-09-30_01-03-51_362__rank008__p0.960__243.20-245.70__noise_ALA_E_2_2020-09-30_00-39-49_327__rank013__p0.847__322.10-323.70.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-03-51_362__rank008__p0.960__243.20-245.70.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-39-49_327__rank013__p0.847__322.10-323.70.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00387__snr0__cough_ALA_000347_oldv1_rank025_p0.844_src119.00-120.00_clip119.00-120.00__noise_ALA_E_2_2020-09-29_23-57-46_617__rank019__p0.980__267.70-269.50.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank025_p0.844_src119.00-120.00_clip119.00-120.00.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\pig_whistle_squeal\ALA_E_2_2020-09-29_23-57-46_617__rank019__p0.980__267.70-269.50.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00388__snr10__cough_ALA_000347_oldv1_rank038_p0.830_src99.40-100.40_clip99.40-100.40__noise_ALA_000347_oldv1_rank061_p0.707_src341.00-342.00_clip341.00-342.00.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank038_p0.830_src99.40-100.40_clip99.40-100.40.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank061_p0.707_src341.00-342.00_clip341.00-342.00.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00389__snr0__cough_ALA_000347_oldv1_rank040_p0.821_src231.60-232.60_clip231.60-232.60__noise_ALA_000347_oldv1_rank010_p0.913_src21.80-22.80_clip21.80-22.80.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank040_p0.821_src231.60-232.60_clip231.60-232.60.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank010_p0.913_src21.80-22.80_clip21.80-22.80.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00390__snr0__cough_ALA_000347_oldv1_rank012_p0.832_src353.90-354.90_clip353.90-354.90__noise_ALA_000347_oldv1_rank005_p0.659_src123.40-124.40_clip123.40-124.40.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank012_p0.832_src353.90-354.90_clip353.90-354.90.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank005_p0.659_src123.40-124.40_clip123.40-124.40.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00391__snr0__cough_ALA_E_2_2020-09-30_00-03-47_130__rank009__p0.994__210.80-213.00__noise_ALA_E_2_2020-09-30_00-09-47_321__rank019__p0.961__177.30-179.40.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-03-47_130__rank009__p0.994__210.80-213.00.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\pig_whistle_squeal\ALA_E_2_2020-09-30_00-09-47_321__rank019__p0.961__177.30-179.40.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00392__snr10__cough_ALA_E_2_2020-09-30_00-57-50_867__rank015__p0.883__134.60-137.10__noise_ALA_000347_oldv1_rank042_p0.740_src207.70-208.70_clip207.70-208.70.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-57-50_867__rank015__p0.883__134.60-137.10.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank042_p0.740_src207.70-208.70_clip207.70-208.70.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00393__snr10__cough_ALA_000347_oldv1_rank056_p0.745_src37.90-38.90_clip37.90-38.90__noise_ALA_E_2_2020-09-30_00-33-49_105__rank012__p0.928__275.40-277.00.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank056_p0.745_src37.90-38.90_clip37.90-38.90.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-33-49_105__rank012__p0.928__275.40-277.00.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00394__snr5__cough_ALA_E_2_2020-09-29_23-57-46_617__rank006__p0.995__302.30-305.50__noise_ALA_000347_rank061_p0.755_src191.70-192.70_clip191.70-192.70.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-29_23-57-46_617__rank006__p0.995__302.30-305.50.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_rank061_p0.755_src191.70-192.70_clip191.70-192.70.wav,5.0
